workLat,workLong,workTweets,homeLat,homeLong,homeTweets,#tweets,userID
46.43,6.91,60.0,46.43,6.91,23.0,112,308034858
47.5,8.74,52.0,47.5,8.74,59.0,112,118728935
46.15,6.66,68.0,46.15,6.66,42.0,113,337646546
46.17,6.02,40.0,46.17,6.02,35.0,113,1262044976
45.94,6.63,41.0,45.94,6.63,32.0,113,295315357
46.2,6.14,63.0,46.2,6.14,50.0,113,489829367
47.72,7.28,77.0,47.72,7.28,36.0,113,3327806350
46.99,10.02,17.0,46.99,10.02,47.0,113,254103654
46.53,6.65,22.0,46.53,6.65,56.0,113,124761131
46.25,6.24,19.0,46.25,6.24,80.0,113,2367791966
47.38,8.54,62.0,47.38,8.54,50.0,113,45373314
46.22,10.18,10.0,46.22,10.18,84.0,113,1702284750
47.1,10.37,29.0,47.1,10.37,47.0,113,2328324708
47.01,7.49,29.0,47.01,7.49,82.0,113,523401299
45.73,7.37,19.0,45.73,7.37,94.0,113,339240493
45.83,6.1,55.0,45.83,6.1,11.0,113,280435925
47.37,8.54,15.0,47.55,7.59,12.0,113,8717982
46.23,6.04,17.0,46.24,6.09,28.0,113,3141697809
47.27,8.93,18.0,47.28,8.93,17.0,113,396950271
46.72,7.06,57.0,46.72,7.06,56.0,113,610942866
47.23,8.86,44.0,47.23,8.86,69.0,113,62933525
45.92,6.13,65.0,45.92,6.13,36.0,113,604632995
46.17,8.78,20.0,46.17,8.78,33.0,113,1020339073
47.38,8.54,90.0,47.38,8.54,23.0,113,101491037
46.2,6.14,30.0,46.2,6.14,84.0,114,515128194
46.77,6.35,63.0,46.77,6.35,45.0,114,1040302170
46.81,8.22,33.0,46.81,8.22,81.0,114,1034649127
47.38,8.54,91.0,47.38,8.54,17.0,114,34691957
46.44,6.85,71.0,46.44,6.85,42.0,114,1690448444
45.76,9.85,92.0,45.76,9.85,12.0,114,132256800
47.02,8.29,40.0,47.03,8.29,12.0,114,775567740
46.53,6.58,19.0,47.41,8.48,21.0,114,21767150
47.25,6.03,69.0,47.25,6.03,37.0,114,491130486
45.88,6.32,47.0,45.88,6.32,57.0,114,475810544
47.39,8.07,48.0,47.39,8.07,21.0,114,187182918
47.59,8.08,13.0,47.59,8.06,24.0,114,108410287
46.49,9.81,59.0,46.49,9.81,52.0,114,389073515
46.25,6.13,68.0,46.25,6.13,46.0,114,404849255
47.64,6.91,88.0,47.64,6.91,25.0,114,2855438667
47.38,8.54,34.0,47.38,8.54,16.0,114,23175144
46.16,6.12,38.0,46.16,6.12,76.0,114,1217164537
47.61,6.84,31.0,47.61,6.84,41.0,114,1123391864
46.24,6.09,56.0,46.24,6.09,58.0,114,60259383
46.22,6.11,26.0,46.22,6.11,48.0,114,417297341
47.77,9.16,66.0,47.77,9.16,25.0,114,21747349
47.56,7.58,45.0,47.56,7.58,52.0,114,582460662
46.25,6.13,54.0,46.25,6.13,60.0,114,921499548
46.32,6.19,23.0,46.32,6.19,72.0,114,261803113
47.67,9.17,28.0,47.67,9.17,31.0,114,150209595
47.47,6.9,51.0,47.47,6.9,58.0,114,3439696865
45.89,6.13,58.0,45.89,6.13,41.0,114,266163979
47.62,7.52,13.0,47.62,7.52,54.0,114,1112858168
46.42,5.99,68.0,46.42,5.99,44.0,115,4182591467
46.18,9.44,60.0,46.18,9.44,55.0,115,534277423
47.09,6.83,12.0,47.09,6.83,20.0,115,272447311
47.14,7.37,57.0,47.14,7.37,54.0,115,482035514
46.07,6.5,61.0,46.07,6.5,13.0,115,323512101
45.83,8.81,59.0,45.83,8.81,56.0,115,2217834630
46.2,6.14,51.0,46.2,6.14,64.0,115,2864978863
45.83,6.81,16.0,45.83,6.81,10.0,115,2268519627
46.84,7.66,62.0,46.84,7.66,29.0,115,97999393
46.2,6.14,35.0,46.2,6.14,80.0,115,252341331
45.83,8.81,24.0,45.91,8.61,25.0,115,502729253
47.04,8.32,24.0,47.01,8.31,21.0,115,1411034496
46.05,6.77,11.0,46.08,6.73,68.0,115,2541400719
47.38,8.54,56.0,47.38,8.54,58.0,115,2332102979
45.86,9.41,65.0,45.86,9.41,15.0,115,1412569699
45.83,6.81,61.0,45.83,6.81,53.0,115,2628107026
47.38,8.54,20.0,47.38,8.54,76.0,115,63523527
47.09,6.81,67.0,47.09,6.81,47.0,115,520831490
45.89,6.43,15.0,45.83,6.2,11.0,115,183649188
45.9,6.12,44.0,45.9,6.12,37.0,115,22086682
47.41,9.19,25.0,47.41,9.19,18.0,115,996842688
46.14,6.68,65.0,46.14,6.68,49.0,115,46098126
46.38,8.03,13.0,46.38,8.03,16.0,115,81932931
46.95,7.44,21.0,46.95,7.44,54.0,115,1609337852
46.81,8.22,90.0,46.81,8.22,25.0,115,630542091
46.55,7.91,61.0,46.55,7.91,17.0,115,2416162957
45.73,7.37,46.0,45.73,7.37,43.0,115,2469907531
47.66,6.85,27.0,47.56,6.84,19.0,115,120024601
46.96,10.19,23.0,46.96,10.19,35.0,115,40684697
47.01,6.76,45.0,47.05,6.89,15.0,115,359888533
47.38,8.54,85.0,47.38,8.54,14.0,115,189067558
45.82,8.83,57.0,45.82,8.83,58.0,116,396716536
47.56,7.58,28.0,47.56,7.58,87.0,116,1868932327
47.38,8.54,16.0,47.38,8.54,100.0,116,3527255541
46.94,7.4,19.0,46.94,7.4,54.0,116,21182494
47.37,8.55,71.0,47.37,8.55,36.0,116,3019542814
46.2,6.14,50.0,46.2,6.14,61.0,116,3244793099
47.35,8.72,31.0,47.35,8.72,83.0,116,421832421
47.41,8.4,31.0,47.4,8.4,20.0,116,1487678286
45.81,9.19,73.0,45.81,9.19,42.0,116,350306021
46.05,6.04,29.0,46.05,6.04,22.0,116,353609998
47.18,9.68,98.0,47.18,9.68,18.0,116,186330659
46.16,6.66,22.0,46.16,6.66,14.0,116,89711299
47.52,7.68,12.0,46.21,6.13,31.0,116,598706988
47.38,8.54,63.0,47.38,8.54,53.0,116,435180779
45.87,5.95,82.0,45.87,5.95,34.0,116,496428374
46.21,6.04,50.0,46.21,6.04,28.0,116,391565694
46.0,8.75,94.0,46.0,8.75,17.0,116,3088499099
45.83,8.81,57.0,45.83,8.81,57.0,116,493174446
45.85,6.59,35.0,45.85,6.59,66.0,116,915209760
46.22,6.18,14.0,46.22,6.18,18.0,116,931613036
46.25,6.13,48.0,46.25,6.13,68.0,116,889271636
46.66,6.61,19.0,46.66,6.61,46.0,116,291005128
47.44,9.54,83.0,47.44,9.54,32.0,116,74610398
47.38,8.48,45.0,47.38,8.48,69.0,116,547391256
46.25,6.13,31.0,46.25,6.13,27.0,116,70201318
46.2,6.14,53.0,46.2,6.14,35.0,116,2288607861
45.83,8.8,43.0,45.83,8.8,23.0,116,590902315
47.26,8.21,72.0,47.26,8.21,28.0,116,1477564339
47.02,6.56,79.0,47.02,6.56,37.0,116,499856906
46.0,8.96,62.0,46.0,8.96,50.0,116,1339602116
45.73,7.37,101.0,45.73,7.37,15.0,116,1466752111
47.65,6.86,39.0,47.65,6.86,20.0,116,999402224
45.88,6.52,56.0,45.88,6.52,60.0,117,2737518995
46.2,6.14,54.0,46.2,6.14,63.0,117,123746376
45.84,9.03,55.0,45.84,9.03,10.0,117,518912975
47.3,8.7,63.0,47.3,8.7,54.0,117,272750888
47.74,7.34,105.0,47.74,7.34,12.0,117,1620820117
46.33,6.06,21.0,46.33,6.06,29.0,117,764264016
46.46,6.84,12.0,46.43,6.92,63.0,117,136182389
46.2,9.02,58.0,46.17,9.0,11.0,117,631009185
46.88,6.31,34.0,46.88,6.31,83.0,117,940312844
46.94,8.48,37.0,46.94,8.48,80.0,117,3363805720
47.32,8.8,18.0,47.32,8.8,56.0,117,1222969946
46.32,6.99,41.0,46.32,6.99,25.0,117,2542884611
45.91,6.13,35.0,45.91,6.13,82.0,117,346351644
45.95,9.9,25.0,45.95,9.9,10.0,117,953912203
46.21,6.14,53.0,46.21,6.14,63.0,117,1511747294
46.2,6.14,43.0,46.2,6.14,71.0,117,551360580
47.47,6.42,75.0,47.47,6.42,37.0,117,4527408322
47.47,6.77,52.0,47.47,6.77,38.0,117,864946982
46.29,7.88,51.0,46.29,7.88,66.0,117,1238175926
46.24,5.97,12.0,46.24,5.97,10.0,117,14488776
46.95,7.39,39.0,46.95,7.39,70.0,117,3276289862
47.56,7.51,46.0,47.56,7.51,49.0,117,300622579
46.38,6.51,51.0,46.38,6.51,61.0,117,624898487
47.38,8.54,50.0,47.38,8.54,62.0,117,3121830069
47.43,8.67,43.0,47.35,8.72,15.0,118,1177121779
46.18,8.92,29.0,46.18,8.92,36.0,118,480394916
47.46,6.17,60.0,47.46,6.17,50.0,118,3291041608
45.88,10.18,23.0,45.9,10.19,61.0,118,178494300
47.44,8.63,58.0,47.44,8.63,45.0,118,85061534
47.74,10.3,47.0,47.74,10.3,71.0,118,195072524
47.42,8.6,15.0,47.42,8.6,14.0,118,567358620
47.36,10.19,11.0,47.36,10.19,38.0,118,254505960
46.27,7.46,22.0,46.27,7.46,33.0,118,3299105488
45.86,9.07,20.0,45.8,9.08,11.0,118,52682485
46.21,6.26,50.0,46.21,6.26,12.0,118,528381005
47.49,6.74,16.0,47.49,6.74,12.0,118,2780381139
45.8,10.11,100.0,45.8,10.11,15.0,118,2373649980
46.53,6.58,22.0,46.44,6.89,24.0,118,233198832
47.63,9.53,94.0,47.63,9.53,22.0,118,3926976735
46.2,6.14,79.0,46.2,6.14,32.0,118,2975064814
47.45,7.61,13.0,47.58,7.66,19.0,118,1165859455
47.01,6.76,38.0,47.01,6.76,61.0,118,292553038
46.98,7.47,73.0,46.98,7.47,41.0,118,484913973
46.02,7.75,49.0,46.02,7.75,39.0,118,172754344
47.63,9.23,48.0,47.63,9.23,70.0,118,66239238
45.92,6.39,20.0,45.92,6.39,67.0,118,569239236
46.35,8.97,21.0,46.35,8.97,18.0,118,997592610
46.44,6.03,17.0,47.47,6.42,64.0,119,1393053210
47.24,6.02,91.0,47.24,6.02,16.0,119,146909090
45.85,6.1,48.0,45.85,6.1,71.0,119,623210239
47.49,9.71,45.0,47.41,9.73,25.0,119,199698333
47.62,6.79,45.0,47.62,6.79,56.0,119,3655514055
45.85,9.35,40.0,45.85,9.35,77.0,119,1675315106
45.85,6.1,69.0,45.85,6.1,47.0,119,1417958642
47.38,8.54,22.0,47.38,8.54,37.0,119,349854797
47.36,8.52,17.0,47.38,8.54,17.0,119,149584670
46.84,7.05,60.0,46.84,7.05,59.0,119,535799201
46.44,6.9,25.0,46.31,7.5,15.0,119,264836596
47.65,9.48,62.0,47.65,9.48,57.0,119,2310316888
46.21,6.15,18.0,46.2,6.14,16.0,119,478415477
46.38,7.63,63.0,46.38,7.63,45.0,119,273578002
47.2,5.94,104.0,47.2,5.94,14.0,119,2925891827
46.2,6.14,50.0,46.2,6.14,64.0,119,401718570
46.2,6.14,96.0,46.2,6.14,23.0,119,4375834816
47.28,8.72,35.0,47.27,8.72,16.0,119,152794784
47.53,6.79,53.0,47.53,6.79,41.0,119,2528721159
47.55,7.63,62.0,47.55,7.63,57.0,119,3160044879
47.38,8.54,13.0,46.81,8.22,13.0,119,47913878
46.08,6.41,34.0,46.08,6.41,52.0,119,1353141444
45.81,7.49,50.0,45.81,7.49,19.0,119,217735961
47.31,5.95,29.0,47.31,5.95,26.0,119,4310635773
46.89,6.2,75.0,46.89,6.2,44.0,119,140916449
45.84,8.69,68.0,45.84,8.69,48.0,119,2292492439
47.55,8.44,17.0,47.54,8.45,36.0,119,23388025
46.86,6.48,42.0,46.86,6.48,77.0,119,1534447652
46.81,7.15,36.0,46.81,7.15,52.0,119,1401571544
47.59,8.21,76.0,47.59,8.21,43.0,119,46392032
47.39,8.49,10.0,47.23,8.46,25.0,119,392797024
46.83,7.1,60.0,46.83,7.1,21.0,119,428497896
46.42,6.19,20.0,46.39,6.18,14.0,119,741509472930156544
47.42,8.19,29.0,47.42,8.19,91.0,120,232575678
47.26,6.11,43.0,47.26,6.11,62.0,120,2872595955
47.0,6.94,53.0,47.0,6.94,26.0,120,2224082909
45.92,6.87,54.0,45.92,6.87,54.0,120,606768316
47.38,8.54,59.0,47.38,8.54,25.0,120,95904642
46.53,6.64,60.0,46.53,6.65,10.0,120,110695870
45.9,6.81,12.0,45.89,6.8,48.0,120,310401217
47.48,8.76,11.0,47.48,8.76,11.0,120,221856976
45.91,7.64,38.0,45.91,7.64,10.0,120,16600598
47.47,9.38,37.0,47.47,9.38,83.0,120,68843885
47.5,8.77,30.0,47.43,8.67,17.0,120,386304254
46.4,6.58,73.0,46.4,6.58,47.0,120,378143270
46.46,6.84,73.0,46.46,6.84,47.0,120,590246969
47.46,6.81,63.0,47.46,6.81,56.0,120,542667361
47.5,6.95,43.0,47.5,6.95,73.0,120,628405073
47.43,8.67,78.0,47.43,8.67,42.0,120,566280207
46.2,6.23,24.0,46.2,6.23,10.0,120,3121411282
47.71,10.32,61.0,47.71,10.32,54.0,120,796739216
46.37,6.48,12.0,46.37,6.48,52.0,120,122174254
45.86,6.09,64.0,45.86,6.09,56.0,121,1708543304
45.76,6.51,33.0,45.81,6.5,14.0,121,378526708
46.02,9.24,60.0,46.02,9.24,61.0,121,282754975
47.72,7.31,48.0,47.72,7.31,71.0,121,433299787
46.48,6.44,42.0,46.48,6.44,57.0,121,779191362
46.95,10.37,86.0,46.95,10.37,10.0,121,3113819206
47.38,8.54,54.0,47.38,8.54,49.0,121,2446465200
47.5,7.16,69.0,47.5,7.16,52.0,121,531595361
47.4,8.06,33.0,47.4,8.06,37.0,121,555969658
47.44,6.89,25.0,47.57,6.66,11.0,121,99922322
47.72,7.28,86.0,47.72,7.28,34.0,121,2311912726
46.17,9.0,21.0,46.17,9.02,20.0,121,452548210
45.92,6.87,12.0,46.05,6.52,49.0,121,57778494
46.52,6.63,25.0,46.44,6.91,24.0,121,746426676
47.72,6.43,67.0,47.72,6.43,49.0,121,2589955152
45.93,6.93,39.0,45.93,6.93,69.0,121,26450166
45.76,6.31,11.0,45.76,6.31,26.0,121,2310441101
45.86,9.43,48.0,45.86,9.43,71.0,121,428925814
46.0,8.75,104.0,46.0,8.75,11.0,121,281717987
47.38,8.49,34.0,47.38,8.54,40.0,121,75812639
47.79,9.16,22.0,46.29,9.47,11.0,121,19582762
45.91,6.14,31.0,45.91,6.14,36.0,121,452486132
45.89,6.13,38.0,45.89,6.13,29.0,121,387692237
47.57,7.48,103.0,47.57,7.48,18.0,121,717269258770784256
47.23,8.66,32.0,47.23,8.66,80.0,121,356077248
46.2,6.14,46.0,46.2,6.14,70.0,121,1357985078
45.83,6.05,90.0,45.83,6.05,28.0,121,3288772984
46.9,6.35,103.0,46.9,6.35,19.0,122,2505273739
46.23,6.14,11.0,46.2,6.14,19.0,122,3305379639
47.46,8.59,58.0,47.46,8.59,10.0,122,567516679
46.47,6.84,58.0,46.47,6.85,11.0,122,1687016845
45.85,6.1,80.0,45.85,6.1,19.0,122,303834165
47.34,9.67,12.0,47.33,9.64,31.0,122,137719600
46.82,9.27,22.0,46.82,9.27,45.0,122,2202562918
45.99,5.97,37.0,45.99,5.97,76.0,122,541601429
47.14,9.55,41.0,47.14,9.55,15.0,122,1343924060
46.19,9.41,15.0,46.19,9.41,22.0,122,3042078983
45.81,9.87,34.0,45.81,9.88,18.0,122,148086501
47.06,7.08,36.0,47.02,6.91,16.0,122,28073454
46.61,7.92,73.0,46.61,7.92,47.0,122,2189374504
46.52,6.51,35.0,46.52,6.51,87.0,122,554285269
45.92,6.4,32.0,45.92,6.4,89.0,122,2415255070
47.38,8.54,10.0,47.38,8.54,11.0,122,2208933305
46.95,7.39,62.0,46.95,7.39,59.0,122,2804173399
46.25,6.13,51.0,46.25,6.13,52.0,122,9616412
46.56,6.61,82.0,46.56,6.61,12.0,122,520311184
47.03,6.93,17.0,47.0,6.94,40.0,122,2955428608
46.49,10.41,109.0,46.49,10.41,13.0,122,3065934317
47.38,8.54,57.0,47.38,8.54,45.0,122,319344719
46.62,8.04,76.0,46.62,8.04,46.0,122,277598276
47.5,8.73,15.0,47.53,8.73,50.0,122,256451488
46.2,6.14,65.0,46.2,6.14,57.0,122,731874404662120449
47.38,8.54,27.0,47.36,8.51,13.0,122,99340649
47.32,7.86,14.0,47.32,7.86,105.0,122,520041578
47.49,8.74,69.0,47.49,8.74,51.0,122,590839850
47.38,8.54,72.0,47.38,8.54,50.0,122,549603507
46.2,6.12,38.0,46.2,6.14,35.0,122,129483852
46.44,10.39,10.0,45.86,9.43,27.0,122,397567395
47.04,8.29,113.0,47.04,8.29,10.0,123,853102771
45.8,9.08,14.0,45.8,9.08,107.0,123,498906301
47.71,9.15,45.0,47.71,9.15,18.0,123,188894928
47.04,8.32,28.0,47.04,8.32,90.0,123,2953973081
45.83,8.77,53.0,45.83,8.77,19.0,123,2661775126
45.89,6.13,60.0,45.89,6.13,63.0,123,1254984156
47.45,6.58,61.0,47.45,6.58,40.0,123,1022642360
46.23,7.37,15.0,46.23,7.41,36.0,123,2175592995
45.95,9.85,70.0,45.95,9.85,45.0,123,153773493
45.76,9.85,110.0,45.76,9.85,13.0,123,98109246
45.93,8.52,13.0,45.93,8.52,17.0,123,488651993
47.62,6.79,33.0,47.62,6.85,30.0,123,1275571249
47.83,6.43,65.0,47.83,6.43,58.0,123,933107389
47.38,8.54,97.0,47.38,8.54,26.0,123,40860169
45.92,6.87,28.0,45.92,6.87,82.0,123,122431834
45.83,6.15,26.0,45.83,6.15,74.0,123,864454370
47.56,7.8,53.0,47.56,7.8,61.0,123,1613128574
47.34,8.86,15.0,47.34,8.86,10.0,123,476292221
47.59,8.21,21.0,47.59,8.21,12.0,123,1149526610
46.12,8.29,18.0,46.12,8.29,17.0,123,2343512623
47.57,7.58,48.0,47.57,7.58,43.0,123,2798988377
46.95,7.44,52.0,46.95,7.44,53.0,123,2214096870
47.63,7.68,39.0,47.63,7.68,67.0,123,360720757
47.31,8.18,22.0,47.31,8.18,13.0,123,315462123
47.46,9.75,39.0,47.48,9.75,21.0,124,133404764
47.46,8.59,71.0,47.46,8.59,52.0,124,711640733715972096
46.2,6.14,30.0,46.2,6.14,15.0,124,1140670284
46.43,9.37,13.0,46.44,9.36,17.0,124,712381730
45.86,7.73,54.0,45.86,7.73,70.0,124,1444664744
47.46,9.37,37.0,47.46,9.37,38.0,124,19231077
45.8,9.08,30.0,45.8,9.08,41.0,124,2158826600
47.38,8.54,78.0,47.38,8.54,24.0,124,111517044
47.38,8.54,66.0,47.38,8.54,57.0,124,376449249
46.54,6.6,11.0,46.54,6.6,18.0,124,17584395
45.83,8.81,91.0,45.83,8.81,33.0,124,4794264683
47.44,6.8,11.0,47.48,6.8,23.0,124,780358788
47.45,8.36,72.0,47.45,8.36,52.0,124,1610569926
46.86,9.52,56.0,46.86,9.52,57.0,124,806848634
46.24,6.12,58.0,46.22,6.13,20.0,124,37303878
47.4,8.4,76.0,47.4,8.4,47.0,124,190030262
47.57,9.69,68.0,47.57,9.69,49.0,124,441267040
46.18,6.22,62.0,46.18,6.22,61.0,124,709793084
45.92,6.15,14.0,45.9,6.13,12.0,124,119948614
46.25,6.13,25.0,46.25,6.13,95.0,124,1002400729
46.02,6.5,81.0,46.02,6.5,41.0,124,2562558099
46.94,7.43,11.0,46.94,7.43,11.0,124,13362422
47.38,8.54,31.0,47.38,8.54,32.0,124,14724256
46.97,7.45,12.0,46.97,7.45,19.0,124,63122126
46.25,6.13,78.0,46.25,6.13,46.0,125,2347816700
45.7,6.18,58.0,45.7,6.18,64.0,125,2262953052
47.43,8.54,65.0,47.43,8.54,58.0,125,219063764
47.38,8.54,77.0,47.38,8.54,19.0,125,849089521
47.28,6.15,46.0,47.28,6.15,79.0,125,575507695
47.46,7.82,71.0,47.46,7.82,52.0,125,521545390
46.44,9.96,45.0,46.44,9.96,80.0,125,765833712
47.62,6.79,48.0,47.62,6.79,75.0,125,613558240
47.41,7.06,40.0,47.41,7.06,85.0,125,295581505
47.57,7.48,112.0,47.57,7.48,12.0,125,3863437755
47.43,9.12,15.0,47.43,9.12,24.0,125,194299137
47.32,8.55,22.0,47.32,8.55,50.0,125,991518152
45.91,6.86,25.0,45.91,6.86,46.0,125,603122566
45.76,9.85,78.0,45.76,9.85,47.0,125,600279826
46.15,6.59,21.0,46.14,6.65,26.0,125,1477759374
47.28,7.75,59.0,47.28,7.75,60.0,125,381719443
47.72,7.28,44.0,47.72,7.28,58.0,125,2909707463
47.77,7.14,84.0,47.77,7.14,41.0,125,3190515651
47.72,7.28,89.0,47.72,7.28,36.0,125,2438809010
47.75,7.33,57.0,47.75,7.33,68.0,125,428178816
45.89,6.13,19.0,45.89,6.13,19.0,125,1676522833
47.82,7.57,35.0,47.82,7.57,90.0,125,500319461
47.56,7.56,57.0,47.56,7.56,68.0,125,1422563479
45.97,6.46,29.0,45.97,6.46,55.0,125,2223802028
47.05,8.32,29.0,47.05,8.32,96.0,125,177759198
46.03,6.52,64.0,46.03,6.52,57.0,125,2783976410
47.37,8.54,90.0,47.37,8.54,34.0,125,1655542375
47.51,6.88,46.0,47.51,6.88,65.0,125,3645368657
45.86,6.63,50.0,45.86,6.63,40.0,125,1403341338
47.37,8.55,48.0,47.37,8.55,41.0,125,562194231
47.15,7.33,10.0,46.94,7.45,31.0,125,49457925
46.08,6.44,65.0,46.08,6.44,44.0,126,507944278
45.8,9.08,31.0,45.8,9.08,76.0,126,347860598
45.81,9.07,18.0,45.8,9.08,31.0,126,443864271
45.8,6.34,33.0,45.8,6.34,17.0,126,1142763601
46.51,6.67,57.0,46.51,6.67,67.0,126,344676207
46.63,7.02,44.0,46.35,7.16,17.0,126,64431767
46.22,5.92,86.0,46.22,5.92,40.0,126,3041447877
47.37,9.71,28.0,47.37,9.71,76.0,126,2416037800
45.92,6.16,62.0,45.92,6.16,61.0,126,222412351
46.94,7.78,80.0,46.94,7.78,40.0,126,437443683
46.0,8.96,41.0,46.0,8.96,85.0,126,446645100
46.21,6.13,76.0,46.21,6.13,48.0,126,212291296
46.34,7.63,24.0,46.3,7.64,15.0,126,195871894
46.18,6.71,31.0,46.18,6.71,95.0,126,861111506
47.38,8.54,68.0,47.38,8.54,57.0,126,3763752256
47.65,6.88,35.0,47.65,6.88,75.0,126,3325314675
47.64,6.86,81.0,47.64,6.86,38.0,126,891135272
46.95,7.39,30.0,46.95,7.39,96.0,126,538111661
47.14,9.52,83.0,47.14,9.52,43.0,126,2210980574
47.07,8.28,64.0,47.07,8.28,43.0,127,438530546
45.76,9.85,110.0,45.76,9.85,12.0,127,433459262
46.0,9.76,62.0,46.0,9.76,13.0,127,390872227
46.3,7.05,38.0,46.49,9.81,14.0,127,54640694
46.75,7.66,99.0,46.75,7.66,28.0,127,993156379
46.86,9.52,28.0,46.86,9.52,23.0,127,470974153
45.95,6.05,29.0,45.95,6.05,62.0,127,379741635
46.6,7.04,12.0,46.69,7.08,17.0,127,3315684557
47.34,6.35,27.0,47.07,6.62,20.0,127,338560746
46.25,6.13,72.0,46.25,6.13,35.0,127,1913994284
47.56,7.58,60.0,47.56,7.58,64.0,127,2226012459
46.03,9.74,65.0,46.03,9.74,52.0,127,949953775
47.29,8.43,55.0,47.29,8.43,30.0,127,344818204
47.03,8.69,42.0,47.03,8.69,77.0,127,2608178088
47.71,9.15,39.0,47.71,9.15,88.0,127,2151202412
47.64,6.09,57.0,47.64,6.09,50.0,127,1404997520
46.32,6.16,40.0,46.32,6.16,53.0,127,2226780065
46.37,6.48,78.0,46.37,6.48,49.0,127,572945769
45.85,6.1,12.0,45.85,6.1,15.0,127,2172418003
46.35,6.29,72.0,46.35,6.29,35.0,127,2612171191
45.98,9.91,74.0,45.98,9.91,44.0,127,243394042
45.95,8.94,14.0,47.39,8.52,11.0,127,251205390
45.85,9.29,33.0,45.8,9.08,19.0,127,3674718435
46.36,6.21,98.0,46.36,6.21,28.0,127,3430411953
47.43,8.67,23.0,47.43,8.67,46.0,127,114914249
46.53,6.62,15.0,46.53,6.62,46.0,127,355477668
46.15,9.31,70.0,46.15,9.31,55.0,127,834281502
45.8,6.17,24.0,45.8,6.17,17.0,127,572774441
47.78,7.37,46.0,47.78,7.37,26.0,128,307859310
47.14,6.2,23.0,47.14,6.2,105.0,128,1001289900
45.9,6.12,44.0,45.9,6.12,55.0,128,1425976842
47.26,6.01,49.0,47.26,6.01,35.0,128,601314990
46.84,7.66,69.0,46.84,7.66,19.0,128,63655447
47.75,8.97,100.0,47.75,8.97,28.0,128,33511535
46.58,6.6,76.0,46.58,6.6,52.0,128,86598245
45.83,9.01,39.0,45.83,9.01,88.0,128,2809042882
46.95,7.39,52.0,46.95,7.39,67.0,128,98778553
46.29,6.91,11.0,46.29,6.91,14.0,128,711125537
46.18,6.22,23.0,46.18,6.22,25.0,128,2891326293
46.2,9.02,89.0,46.2,9.02,29.0,128,482301404
47.07,6.38,84.0,47.07,6.38,44.0,128,364687093
46.47,10.37,55.0,46.46,10.38,12.0,128,579698198
46.22,9.45,112.0,46.22,9.45,16.0,128,523093503
47.54,7.59,15.0,47.54,7.59,91.0,128,2161451349
45.83,8.81,39.0,45.93,9.29,10.0,128,469485132
46.95,7.44,93.0,46.95,7.44,35.0,128,1868883740
47.14,9.52,102.0,46.81,8.22,21.0,128,1869384722
47.38,8.54,47.0,47.38,8.54,13.0,128,60029128
46.48,9.83,15.0,46.16,9.45,47.0,128,447425578
47.5,7.56,21.0,47.5,7.56,65.0,128,193046696
45.97,6.14,20.0,45.97,6.14,11.0,128,572676240
45.84,6.74,94.0,45.84,6.74,35.0,129,1238537058
46.31,6.29,84.0,46.31,6.29,40.0,129,522567623
45.9,6.1,29.0,45.9,6.1,62.0,129,468679767
46.34,10.06,68.0,46.34,10.06,46.0,129,2951866175
47.56,7.58,61.0,47.56,7.58,68.0,129,522529112
47.01,8.31,46.0,47.01,8.31,74.0,129,2668915307
46.53,8.71,17.0,46.51,8.69,14.0,129,576466123
47.71,9.15,32.0,47.71,9.15,97.0,129,129259188
46.04,6.09,12.0,46.04,6.09,32.0,129,1022044195
45.92,6.87,51.0,45.92,6.87,78.0,129,504477167
46.2,6.14,87.0,46.2,6.14,42.0,129,2180751991
47.53,7.68,28.0,47.52,7.69,22.0,129,937786663
45.91,6.43,32.0,45.91,6.43,91.0,129,2250732723
45.82,6.02,40.0,45.82,6.02,21.0,129,588460709
47.56,7.58,102.0,47.56,7.58,27.0,129,69676152
46.49,10.41,85.0,46.49,10.41,32.0,129,244920247
47.75,7.34,59.0,47.75,7.34,68.0,129,584989715
47.7,7.27,10.0,47.76,7.25,15.0,129,1603431139
45.79,8.81,25.0,45.79,8.81,50.0,129,485124432
46.61,6.53,71.0,46.61,6.53,58.0,129,454851473
46.01,8.97,83.0,46.01,8.97,43.0,129,854954468
47.5,8.73,94.0,47.5,8.73,32.0,129,2894574063
47.37,8.55,64.0,47.37,8.55,65.0,129,1623709555
46.95,7.39,78.0,46.95,7.39,35.0,129,44650388
47.45,7.5,18.0,47.45,7.5,40.0,129,140706229
47.4,9.46,21.0,47.4,9.46,108.0,129,200599938
47.65,8.61,29.0,47.72,8.62,11.0,129,22161286
46.2,6.16,47.0,46.2,6.16,28.0,129,224722457
47.14,7.64,97.0,47.14,7.64,32.0,129,345722324
47.14,6.2,19.0,47.14,6.2,111.0,130,1319646608
46.52,6.53,55.0,46.49,6.53,11.0,130,1053640430
45.83,8.4,38.0,45.83,8.4,18.0,130,708331118727192576
46.2,6.14,81.0,46.2,6.14,48.0,130,274015142
46.55,6.58,12.0,46.55,6.58,16.0,130,971166997
45.91,6.11,23.0,45.91,6.11,98.0,130,1058792659
45.88,6.33,68.0,45.88,6.33,62.0,130,254092056
47.55,7.6,85.0,47.55,7.6,42.0,130,221108523
45.92,6.87,26.0,45.83,6.81,41.0,130,94654782
